customerID,gender,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0334-GDDSO,Male,Yes,Electronic check,81.35,233.7,Yes
4163-NCJAK,Female,Yes,Bank transfer (automatic),24.45,1066.15,No
5233-AOZUF,Female,Yes,Electronic check,74.95,2149.05,No
5973-EJGDP,Male,Yes,Electronic check,87.35,4473,No
1996-DBMUS,Female,Yes,Bank transfer (automatic),70.65,3545.05,No
7916-VCCPB,Female,No,Bank transfer (automatic),73.25,1195.75,No
4686-GEFRM,Male,Yes,Bank transfer (automatic),98.7,6858.9,No
5249-QYHEX,Female,Yes,Mailed check,24.8,1024.7,No
0578-SKVMF,Female,No,Electronic check,83.3,1845.9,Yes
5564-NEMQO,Female,Yes,Bank transfer (automatic),75.3,75.3,Yes
2233-FAGXV,Female,Yes,Mailed check,24.3,132.25,No
5605-IYGFG,Female,Yes,Bank transfer (automatic),69.85,515.45,No
7663-ZTEGJ,Male,No,Credit card (automatic),100.55,2830.45,No
3935-TBRZZ,Male,No,Mailed check,25.7,1110.5,No
8111-BKVDS,Female,No,Bank transfer (automatic),40.7,449.3,No
2055-SIFSS,Female,No,Bank transfer (automatic),51.65,2838.55,No
2806-MLNTI,Male,Yes,Bank transfer (automatic),105.1,5376.4,No
8734-DKSTZ,Female,No,Electronic check,85.95,858.6,No
4360-PNRQB,Male,Yes,Bank transfer (automatic),75.6,1395.05,No
6152-ONASV,Female,No,Bank transfer (automatic),58.25,3975.7,No
9063-ZGTUY,Female,Yes,Mailed check,19.4,1182.55,Yes
7781-HVGMK,Female,Yes,Credit card (automatic),65.2,4784.45,No
2181-UAESM,Male,No,Electronic check,53.45,119.5,No
2957-LOLHO,Male,Yes,Bank transfer (automatic),45.4,518.9,Yes
6048-NJXHX,Male,Yes,Electronic check,19.75,899.45,No
2320-SLKMB,Female,Yes,Credit card (automatic),44.45,1183.8,No
4980-URKXC,Male,No,Bank transfer (automatic),20.85,720.05,No
4376-KFVRS,Male,Yes,Credit card (automatic),114.05,8468.2,No
5886-VLQVU,Male,Yes,Bank transfer (automatic),89.85,3161.2,No
3577-AMVUX,Male,No,Mailed check,55.05,55.05,No
0771-WLCLA,Female,Yes,Electronic check,112.95,1882.55,No
5628-RKIFK,Female,No,Credit card (automatic),101.55,5070.4,No
0206-TBWLC,Female,Yes,Mailed check,114.65,6049.5,No
2937-FTHUR,Female,No,Electronic check,64.8,1166.7,No
1910-FMXJM,Female,No,Electronic check,80.4,2937.65,No
7752-XUSCI,Female,Yes,Electronic check,105.9,6396.45,Yes
4110-PFEUZ,Female,No,Mailed check,69.55,69.55,Yes
0732-OCQOC,Female,Yes,Bank transfer (automatic),25.05,1270.25,No
5168-MSWXT,Male,Yes,Electronic check,94.75,759.55,No
1090-ESELR,Male,No,Bank transfer (automatic),105.5,7611.55,No
8592-PLTMQ,Female,No,Mailed check,24.7,1642.75,No
5760-WRAHC,Female,Yes,Mailed check,69.75,1545.4,No
8847-GEOOQ,Male,Yes,Bank transfer (automatic),60.2,3582.4,No
0256-LTHVJ,Female,Yes,Electronic check,81.05,2227.1,Yes
4785-FCIFB,Female,No,Mailed check,24.4,1417.9,No
8313-NDOIA,Female,Yes,Electronic check,104.15,2494.65,No
5149-CUZUJ,Male,No,Bank transfer (automatic),92.9,2768.35,No
0942-KOWSM,Female,No,Bank transfer (automatic),80.8,2369.3,No
4237-CLSMM,Male,No,Mailed check,20,38,No
1452-VOQCH,Male,Yes,Electronic check,75.1,75.1,No
4719-UMSIY,Male,No,Mailed check,19.65,100.9,No
6614-VBEGU,Female,Yes,Bank transfer (automatic),69.45,1614.05,No
0880-TKATG,Male,No,Electronic check,101.15,385.9,Yes
3811-VBYBZ,Male,Yes,Electronic check,99.8,673.25,Yes
1480-BKXGA,Male,Yes,Bank transfer (automatic),116.05,8404.9,No
2996-XAUVF,Male,Yes,Mailed check,40.05,2799.75,No
9076-AXYIK,Male,No,Electronic check,102.1,6538.45,No
5968-XQIVE,Male,Yes,Electronic check,89.7,6588.95,No
8896-RAZCR,Female,No,Mailed check,19.9,868.1,No
4640-UHDOS,Female,No,Electronic check,55.95,734.35,Yes
4933-IKULF,Female,No,Mailed check,20.65,330.6,No
3583-EKAPL,Male,Yes,Electronic check,55,55,Yes
1304-BCCFO,Male,Yes,Mailed check,70.05,564.4,No
4104-PVRPS,Male,No,Mailed check,53.6,1315.35,No
9399-APLBT,Female,Yes,Electronic check,74.7,74.7,Yes
2359-KMGLI,Male,Yes,Electronic check,80.25,1861.5,Yes
3780-DDGSE,Male,Yes,Electronic check,76.05,2747.2,No
4431-EDMIQ,Female,Yes,Electronic check,75.7,554.05,No
0306-JAELE,Male,Yes,Electronic check,96.1,453.4,Yes
6227-HWPWX,Female,No,Bank transfer (automatic),69,994.8,Yes
0486-LGCCH,Male,No,Mailed check,19.65,225.75,No
0447-BEMNG,Female,Yes,Bank transfer (automatic),45.3,2145,Yes
4612-SSVHJ,Female,Yes,Electronic check,81.45,1671.6,No
5168-MQQCA,Female,Yes,Bank transfer (automatic),108.5,8003.8,No
5949-XIKAE,Female,Yes,Electronic check,83.55,680.05,Yes
7971-HLVXI,Male,Yes,Credit card (automatic),84.5,6130.85,No
9094-AZPHK,Female,Yes,Electronic check,100.15,1415,No
3649-JPUGY,Male,Yes,Bank transfer (automatic),88.6,6201.95,No
4472-LVYGI,Female,Yes,Bank transfer (automatic),52.55, ,No
8372-JUXUI,Male,Yes,Electronic check,74.35,74.35,Yes
3552-CTCYF,Male,Yes,Bank transfer (automatic),104.8,6597.25,No
6778-YSNIH,Female,Yes,Electronic check,59,114.15,No
0388-EOPEX,Female,Yes,Electronic check,74.4,139.4,Yes
5756-OZRIO,Male,No,Bank transfer (automatic),64.05,3902.6,No
6579-JPICP,Male,No,Mailed check,20.4,20.4,No
8205-OTCHB,Male,Yes,Bank transfer (automatic),43.75,903.6,Yes
4134-BSXLX,Male,No,Mailed check,60.9,1785.65,No
0505-SPOOW,Female,No,Bank transfer (automatic),19.8,1397.65,No
6235-VDHOM,Female,No,Electronic check,28.45,131.05,Yes
7783-YKGDV,Female,Yes,Bank transfer (automatic),99.7,1238.45,Yes
4374-YMUSQ,Male,No,Credit card (automatic),116.25,3899.05,No
4513-CXYIX,Female,Yes,Credit card (automatic),80.7,5676,No
3957-HHLMR,Female,No,Bank transfer (automatic),65.2,4543.15,No
7803-XOCCZ,Female,Yes,Bank transfer (automatic),84.05,4326.8,No
5736-YEJAX,Male,Yes,Credit card (automatic),79.45,5502.55,No
5609-CEBID,Female,Yes,Electronic check,94.1,1782.4,Yes
8981-FJGLA,Male,Yes,Mailed check,78,851.8,No
7218-HKQFK,Male,Yes,Electronic check,94.2,167.5,Yes
4636-QRJKY,Female,Yes,Electronic check,80.5,502.85,Yes
1135-LMECX,Female,No,Mailed check,19.85,19.85,No
4332-MUOEZ,Male,No,Credit card (automatic),94.3,1818.3,No
8535-SFUTN,Male,Yes,Electronic check,106.45,6300.15,No
5956-VKDTT,Female,Yes,Electronic check,74.35,334.8,Yes
8677-HDZEE,Female,Yes,Bank transfer (automatic),105.45,5916.95,No
2475-MROZF,Male,Yes,Credit card (automatic),95,2852.4,No
9412-GHEEC,Male,No,Bank transfer (automatic),104.8,4131.95,Yes
3482-ABPKK,Female,No,Mailed check,54.3,1546.3,No
6705-LXORM,Female,No,Electronic check,70.05,302.6,No
0257-ZESQC,Female,Yes,Bank transfer (automatic),75.2,1929.35,Yes
7531-GQHME,Male,No,Credit card (automatic),20.05,265.45,No
5174-ITUMV,Male,Yes,Electronic check,105.4,6989.45,No
4109-CYRBD,Male,Yes,Electronic check,51.6,1442,No
0913-XWSCN,Male,No,Bank transfer (automatic),85.5,4713.4,No
6825-UYPFK,Female,No,Bank transfer (automatic),75.6,1758.6,Yes
8397-MVTAZ,Male,Yes,Electronic check,100.05,3480,Yes
0750-EBAIU,Male,No,Electronic check,91.25,4738.3,No
8606-CIQUL,Male,Yes,Credit card (automatic),115.75,8399.15,No
3571-DPYUH,Male,Yes,Credit card (automatic),94.7,5430.35,No
7601-GNDYK,Male,No,Mailed check,19.6,686.95,No
0356-OBMAC,Female,Yes,Bank transfer (automatic),99.9,5706.3,No
8067-NIOYM,Female,Yes,Credit card (automatic),21.1,490.65,No
1403-GYAFU,Male,No,Credit card (automatic),20.05,1360.25,No
4234-XTNEA,Male,Yes,Electronic check,79.95,174.45,No
1297-VQDRP,Male,Yes,Credit card (automatic),107.15,7379.8,No
9282-IZGQK,Female,Yes,Electronic check,85,85,Yes
5348-CAGXB,Male,Yes,Electronic check,89.55,1021.75,No
0621-HJWXJ,Female,Yes,Bank transfer (automatic),81.55,5029.05,No
5844-QVTAT,Female,Yes,Mailed check,58.45,1955.4,No
8905-IAZPF,Female,Yes,Credit card (automatic),95.65,6744.2,No
5394-MEITZ,Female,Yes,Bank transfer (automatic),80.6,4946.7,No
6859-QNXIQ,Female,Yes,Bank transfer (automatic),113.1,8248.5,No
2782-LFZVW,Female,Yes,Mailed check,58.95,601.6,No
2866-IKBTM,Female,No,Mailed check,19.55,19.55,No
1342-JPNKI,Male,Yes,Bank transfer (automatic),86.05,834.1,Yes
2817-NTQDO,Male,Yes,Credit card (automatic),45.55,597,Yes
7129-AZJDE,Male,Yes,Bank transfer (automatic),78.95,2647.2,No
6986-IJDHX,Male,Yes,Mailed check,86.3,3266,Yes
2560-PPCHE,Female,Yes,Bank transfer (automatic),105.05,6744.25,No
4676-MQUEA,Male,Yes,Bank transfer (automatic),101.9,5265.5,No
8138-EALND,Male,No,Mailed check,19.75,311.6,No
3580-HYCSP,Male,Yes,Bank transfer (automatic),110.3,7966.9,No
1352-HNSAW,Female,Yes,Bank transfer (automatic),115.6,8220.4,No
2075-PUEPR,Male,No,Bank transfer (automatic),19.35,1153.25,No
1982-FEBTD,Female,Yes,Credit card (automatic),25.6,514.75,No
5301-GAUUY,Male,Yes,Bank transfer (automatic),80.35,2596.15,Yes
5791-KAJFD,Female,Yes,Bank transfer (automatic),68.75,3808,No
2654-VBVPB,Female,No,Bank transfer (automatic),19.9,19.9,No
1154-HYWWO,Male,No,Mailed check,70.6,2708.2,No
2501-XWWTZ,Male,No,Electronic check,70.2,760.05,No
3716-UVSPD,Male,Yes,Electronic check,49.3,49.3,No
6815-ABQFQ,Male,Yes,Electronic check,107.25,6033.3,No
7343-EOBEU,Male,Yes,Mailed check,23.6,89.05,No
3701-SFMUH,Male,No,Credit card (automatic),69.7,516.15,No
6103-LIANB,Male,Yes,Credit card (automatic),99.5,5861.75,No
7319-VENRZ,Male,No,Bank transfer (automatic),64.3,445.95,No
5846-NEQVZ,Male,Yes,Credit card (automatic),70.85,4973.4,No
6967-QIQRV,Male,No,Electronic check,101.9,1667.25,No
5781-RFZRP,Male,No,Credit card (automatic),73.5,5357.75,No
0939-YAPAF,Female,Yes,Electronic check,100.25,3527.6,Yes
0308-IVGOK,Female,Yes,Credit card (automatic),40.4,422.6,No
7293-LSCDV,Female,Yes,Credit card (automatic),19.25,1103.25,No
7025-WCBNE,Male,No,Bank transfer (automatic),59.6,2754,No
5756-JYOJT,Female,No,Credit card (automatic),64.9,697.25,No
4710-FDUIZ,Male,No,Credit card (automatic),100.3,5614.45,Yes
6030-REHUX,Female,Yes,Electronic check,110.85,3204.4,No
9548-LIGTA,Male,Yes,Mailed check,81.05,4747.65,No
5150-LJNSR,Male,No,Bank transfer (automatic),98.05,3082.1,No
8270-RKSAP,Male,Yes,Electronic check,70.5,597.9,No
6522-YRBXD,Male,Yes,Electronic check,94.55,3365.4,No
2640-LYMOV,Male,Yes,Mailed check,19.65,38.8,No
1218-VKFPE,Female,No,Mailed check,19,233.55,Yes
3627-FHKBK,Female,No,Mailed check,75.3,75.3,Yes
2865-TCHJW,Female,Yes,Electronic check,89.2,346.2,Yes
1423-BMPBQ,Female,Yes,Mailed check,19,19,No
2393-DIVAI,Female,Yes,Mailed check,20,61.7,No
5192-EBGOV,Female,Yes,Electronic check,85.7,85.7,Yes
4568-KNYWR,Male,Yes,Credit card (automatic),63.25,3342.45,No
8752-IMQOS,Male,No,Mailed check,20.1,85.1,No
0742-LAFQK,Male,Yes,Electronic check,99.15,7422.1,No
0795-LAFGP,Male,No,Electronic check,90.4,6668.05,No
0619-OLYUR,Male,Yes,Credit card (automatic),111.9,8071.05,No
5512-IDZEI,Male,No,Electronic check,24.9,1174.8,No
0459-SPZHJ,Male,No,Credit card (automatic),83.5,5435,No
0215-BQKGS,Male,Yes,Credit card (automatic),84.3,2438.6,No
9244-ZVAPM,Male,No,Mailed check,45.6,45.6,No
0719-SYFRB,Female,Yes,Mailed check,61.65,713.75,Yes
8208-EUMTE,Male,No,Mailed check,54.85,916.15,No
5172-MIGPM,Male,No,Mailed check,65.55,237.2,No
1710-RCXUS,Male,Yes,Credit card (automatic),90.35,4614.55,No
0374-FIUCA,Male,Yes,Credit card (automatic),20.4,1414.45,No
5839-SUYVZ,Male,Yes,Credit card (automatic),74.55,1170.5,No
5173-ZXXXL,Male,No,Mailed check,19.95,47.7,No
1096-ADRUX,Female,Yes,Bank transfer (automatic),74.25,4859.25,No
2001-MCUUW,Male,No,Electronic check,108.65,4903.2,No
2731-GJRDG,Female,Yes,Bank transfer (automatic),109.55,3608,No
4723-BEGSG,Male,No,Credit card (automatic),86.65,6094.25,No
6516-NKQBO,Male,No,Credit card (automatic),81,3084.9,No
8672-OAUPW,Male,No,Credit card (automatic),47.85,2356.75,No
8207-DMRVL,Male,No,Bank transfer (automatic),114.55,8306.05,No
3419-SNJJD,Female,No,Bank transfer (automatic),105.25,6786.4,Yes
6543-CPZMK,Male,Yes,Electronic check,29.95,248.95,Yes
4765-OXPPD,Female,No,Mailed check,65,663.05,Yes
2804-ETQDK,Male,No,Mailed check,20.55,1357.1,No
6689-VRRTK,Female,Yes,Credit card (automatic),109.8,4860.35,No
7138-GIRSH,Male,No,Bank transfer (automatic),69.5,3418.2,No
9396-ZSFLL,Female,No,Mailed check,48.85,631.4,No
6464-KEXXH,Male,Yes,Credit card (automatic),25.25,186.3,No
7134-MJPDY,Female,Yes,Credit card (automatic),102.85,6976.75,No
5240-CAOYT,Female,Yes,Bank transfer (automatic),87.55,4884.85,No
4059-IIEBK,Female,Yes,Bank transfer (automatic),78.55,522.95,No
4881-JVQOD,Male,Yes,Bank transfer (automatic),34.55,362.6,No
0516-UXRMT,Female,Yes,Electronic check,92.05,5755.8,No
4851-BQDNX,Male,Yes,Electronic check,85.05,3355.65,No
5148-HKFIR,Female,No,Mailed check,19.7,406.95,No
1009-IRMNA,Female,No,Bank transfer (automatic),20,137.6,Yes
3003-CMDUU,Female,Yes,Electronic check,95.15,2395.7,No
5016-IBERQ,Male,No,Electronic check,84.25,1968.1,No
6797-UCJHZ,Female,No,Credit card (automatic),104.6,6819.45,No
2469-DTSGX,Female,No,Electronic check,111.65,7943.45,No
4554-YGZIH,Male,No,Credit card (automatic),90.05,4547.25,Yes
5099-BAILX,Male,Yes,Bank transfer (automatic),110.75,4687.9,Yes
9931-KGHOA,Female,No,Bank transfer (automatic),55,2473.95,No
1775-KWJKQ,Male,No,Credit card (automatic),89.85,6562.9,No
7665-VIGUD,Male,No,Mailed check,20.35,176.3,No
9411-TPQQV,Female,Yes,Bank transfer (automatic),54.55,2236.2,No
7207-RMRDB,Female,Yes,Electronic check,105.5,6985.65,Yes
7954-MLBUN,Male,No,Bank transfer (automatic),99.45,3109.9,No
2077-DDHJK,Female,No,Credit card (automatic),70.9,4911.35,No
4913-EHYUI,Male,Yes,Bank transfer (automatic),104.55,5794.65,Yes
0195-IESCP,Male,Yes,Electronic check,85.25,855.3,Yes
9574-BOSMD,Male,No,Bank transfer (automatic),25.4,1620.2,No
4580-TMHJU,Female,No,Electronic check,56.15,2499.3,Yes
0970-ETWGE,Male,Yes,Electronic check,89.55,89.55,Yes
4908-XAXAY,Female,Yes,Bank transfer (automatic),89.85,4287.2,No
8404-VLQFB,Female,Yes,Electronic check,25.25,394.85,No
1626-ERCMM,Male,Yes,Electronic check,94.55,1899.65,Yes
0887-HJGAR,Male,Yes,Mailed check,45.7,45.7,Yes
2391-IPLOP,Male,Yes,Electronic check,69.65,3442.15,No
5644-PDMZC,Female,No,Electronic check,89.5,161.5,Yes
3509-GWQGF,Male,No,Credit card (automatic),70,1732.6,No
9576-ANLXO,Female,Yes,Bank transfer (automatic),69.55,222.3,Yes
2024-BASKD,Female,Yes,Mailed check,74.6,74.6,Yes
5845-BZZIB,Male,No,Mailed check,20.1,655.3,No
1140-UKVZG,Female,No,Mailed check,24.8,475.25,No
4160-AMJTL,Female,No,Electronic check,19.65,164.3,Yes
5183-SNMJQ,Male,Yes,Credit card (automatic),95.1,865.1,No
8100-PNJMH,Male,Yes,Credit card (automatic),88.85,6132.7,No
7838-LAZFO,Male,No,Bank transfer (automatic),78.8,3597.5,No
4464-JCOLN,Male,No,Mailed check,19.85,35.9,Yes
2085-JVGAD,Male,No,Bank transfer (automatic),20.35,697.65,No
5650-VDUDS,Female,Yes,Mailed check,24.25,96.05,Yes
8095-WANWK,Female,No,Mailed check,45.25,428.7,No
3030-ZKIWL,Male,No,Mailed check,20.05,20.05,No
9565-FLVCG,Male,Yes,Mailed check,69.55,4459.15,No
8755-OGKNA,Female,No,Bank transfer (automatic),19.5,1167.6,No
2800-VEQXM,Female,Yes,Mailed check,74.75,238.1,No
7538-GWHML,Female,No,Electronic check,69.65,145.15,Yes
5533-RJFTJ,Male,Yes,Bank transfer (automatic),30.2,1453.1,No
3859-CVCET,Female,No,Mailed check,45.65,191.05,Yes
0214-JHPFW,Female,No,Bank transfer (automatic),57.8,4039.3,No
5642-MHDQT,Female,Yes,Bank transfer (automatic),19.85,1039.45,No
3088-FVYWK,Male,No,Credit card (automatic),25.55,1336.1,No
3276-HDUEG,Female,Yes,Mailed check,75.05,75.05,Yes
9092-GDZKO,Male,Yes,Credit card (automatic),24.85,493.4,No
0823-HSCDJ,Male,Yes,Electronic check,49.15,2550.9,Yes
3729-OWRVL,Male,Yes,Electronic check,110.35,7246.15,No
2324-AALNO,Female,No,Bank transfer (automatic),24.55,1203.95,No
0822-GAVAP,Female,Yes,Electronic check,34.7,62.25,Yes
5760-IFJOZ,Male,No,Mailed check,107.95,313.6,No
2826-UWHIS,Male,No,Bank transfer (automatic),81.4,3775.85,No
1448-PWKYE,Male,No,Electronic check,80,80,Yes
7501-IWUNG,Female,Yes,Bank transfer (automatic),73.8,4616.05,No
4957-TREIR,Male,Yes,Credit card (automatic),64.4,195.65,No
7251-LJBQN,Female,Yes,Credit card (automatic),103.75,4188.4,No
8040-MNRTF,Female,No,Mailed check,71.1,71.1,No
1536-HBSWP,Female,Yes,Electronic check,49.9,49.9,No
5313-FPXWG,Male,Yes,Bank transfer (automatic),24.6,1266.4,No
0067-DKWBL,Male,Yes,Electronic check,49.25,91.1,Yes
0946-FKYTX,Male,No,Mailed check,30.1,1623.4,No
5076-YVXCM,Male,No,Bank transfer (automatic),83.4,4149.45,No
8262-COGGB,Male,Yes,Mailed check,20.45,20.45,No
6663-JOCQO,Male,Yes,Bank transfer (automatic),75.25,2344.5,No
9620-QJREV,Male,No,Credit card (automatic),20.55,1013.05,No
2276-YDAVZ,Female,Yes,Credit card (automatic),75.1,270.7,Yes
2682-KEVRP,Female,Yes,Mailed check,20.05,417,No
2480-JZOSN,Female,Yes,Mailed check,20.65,20.65,No
0078-XZMHT,Male,Yes,Bank transfer (automatic),85.15,6316.2,No
5896-NPFWW,Male,Yes,Electronic check,50.15,168.15,Yes
9978-HYCIN,Male,Yes,Bank transfer (automatic),84.95,4018.05,No
8338-QIUNR,Male,Yes,Credit card (automatic),66.5,4811.6,No
1525-LNLOJ,Male,Yes,Bank transfer (automatic),63.3,4189.7,No
9450-TRJUU,Male,No,Electronic check,83.15,2848.45,No
1766-GKNMI,Male,Yes,Electronic check,84.9,2516.2,No
6942-LBFDP,Female,Yes,Mailed check,20.55,33.6,No
1456-TWCGB,Male,No,Mailed check,49.25,208.45,No
7133-VBDCG,Female,Yes,Bank transfer (automatic),79.85,2015.35,Yes
7596-ZYWBB,Female,Yes,Mailed check,59.6,3739.8,No
8329-UTMVM,Male,Yes,Bank transfer (automatic),104.65,2964,No
3014-WJKSM,Male,Yes,Credit card (automatic),75.3,2263.4,No
3347-YJZZE,Male,No,Credit card (automatic),80.1,2211.8,No
1029-QFBEN,Male,No,Mailed check,19.55,19.55,Yes
7929-DMBCV,Female,Yes,Mailed check,81,1683.7,No
9661-JALZV,Female,Yes,Credit card (automatic),24.7,1519,No
5433-KYGHE,Female,Yes,Mailed check,86,1164.05,No
4312-KFRXN,Male,No,Mailed check,25.4,1710.9,No
5575-TPIZQ,Male,Yes,Credit card (automatic),89.15,4245.55,No
0114-IGABW,Female,No,Bank transfer (automatic),58.25,4145.9,No
9944-AEXBM,Male,Yes,Bank transfer (automatic),85.65,2664.3,No
1853-ARAAQ,Female,Yes,Credit card (automatic),50.35,1277.5,No
6952-OMNWB,Male,Yes,Credit card (automatic),80.35,5589.3,No
4697-LUPSU,Male,No,Mailed check,20.2,34.75,No
8434-VGEQQ,Male,No,Credit card (automatic),20.55,1305.95,No
4952-YSOGZ,Female,Yes,Electronic check,85.95,381.3,Yes
1589-AGTLK,Male,Yes,Electronic check,45.35,141.5,Yes
5244-IRFIH,Male,Yes,Electronic check,94.5,3105.55,Yes
6549-YMFAW,Male,Yes,Mailed check,21.25,204.55,No
4950-HKQTE,Female,No,Mailed check,26.25,605.9,No
6786-OBWQR,Female,Yes,Electronic check,80.85,356.1,No
2684-EIWEO,Female,No,Credit card (automatic),91.7,2758.15,Yes
2753-JMMCV,Male,Yes,Credit card (automatic),74.2,4805.65,No
6439-GTPCA,Female,Yes,Electronic check,87.25,3941.7,Yes
6621-YOBKI,Male,No,Mailed check,20.35,92.75,No
1216-JWVUX,Male,Yes,Electronic check,75.5,1901.05,No
7564-GHCVB,Female,No,Bank transfer (automatic),79.05,5730.7,No
1173-NOEYG,Female,No,Bank transfer (automatic),90.15,2423.4,No
7595-EHCDL,Male,No,Credit card (automatic),50.6,1653.45,No
6647-ZEDXT,Female,No,Credit card (automatic),110.45,3327.05,No
2521-NPUZR,Male,No,Credit card (automatic),101,7085.5,No
1307-TVUFB,Male,Yes,Bank transfer (automatic),79.35,3344.1,No
7503-MIOGA,Female,Yes,Bank transfer (automatic),89.85,6697.35,No
4381-MHQDC,Female,Yes,Mailed check,65,2879.9,No
6923-JHPMP,Female,Yes,Electronic check,80.45,137.1,No
5138-WVKYJ,Male,No,Electronic check,98.55,1008.55,Yes
4018-PPNDW,Female,Yes,Mailed check,24.1,1551.6,No
1635-FJFCC,Female,Yes,Credit card (automatic),44.05,202.15,No
2499-AJYUA,Female,Yes,Credit card (automatic),110.8,7882.25,No
6919-ELBGL,Male,Yes,Bank transfer (automatic),114.95,8196.4,No
3966-HRMZA,Female,No,Mailed check,75.05,202.9,No
6425-JWTDV,Male,No,Mailed check,19.25,855.1,No
8405-IGQFX,Female,Yes,Credit card (automatic),90.05,5817,No
8224-IVVPA,Female,Yes,Mailed check,56.7,1652.95,No
9477-LGWQI,Male,Yes,Credit card (automatic),80.15,5600.15,No
1410-RSCMR,Male,Yes,Credit card (automatic),71.35,515.75,No
3115-CZMZD,Male,No,Mailed check,20.25, ,No
0139-IVFJG,Female,No,Electronic check,90.35,190.5,No
6683-VLCTZ,Male,Yes,Electronic check,98.55,1842.8,Yes
5730-DBDSI,Male,No,Bank transfer (automatic),19.7,1253.8,No
0030-FNXPP,Female,No,Mailed check,19.85,57.2,No
2189-WWOEW,Female,Yes,Bank transfer (automatic),85.9,1269.55,Yes
5684-FJVYR,Female,Yes,Bank transfer (automatic),90.35,6563.4,No
4013-GUXND,Male,No,Mailed check,20.8,20.8,No
1894-IGFSG,Female,No,Electronic check,89.25,1907.85,Yes
7379-POKDZ,Male,Yes,Electronic check,70.3,208.85,Yes
1266-NZYUI,Female,No,Bank transfer (automatic),66.85,4758.8,No
7969-FFOWG,Male,No,Mailed check,19.9,1292.6,No
4718-DHSMV,Female,Yes,Mailed check,35.8,363.15,No
5175-WLYXL,Male,Yes,Mailed check,78.85,1600.25,No
7817-OMJNA,Male,No,Bank transfer (automatic),20.4,275.7,No
8728-SKJLR,Male,Yes,Electronic check,74.25,3089.1,No
3137-NYQQI,Male,No,Mailed check,64.8,1175.6,No
7706-DZNKK,Male,Yes,Credit card (automatic),20.45,237.3,No
0236-HFWSV,Male,Yes,Electronic check,93.35,1444.65,Yes
3900-AQPHZ,Female,No,Mailed check,19.9,19.9,Yes
5842-POCOP,Female,Yes,Mailed check,88.9,454.15,Yes
2037-XJFUP,Male,Yes,Electronic check,95.8,3036.75,Yes
8823-RLPWL,Female,Yes,Credit card (automatic),110.65,8065.65,No
9505-SQFSW,Female,No,Mailed check,40.3,92.5,No
7314-OXENN,Male,Yes,Electronic check,82,184.65,Yes
3758-CKOQL,Female,Yes,Credit card (automatic),107,6152.3,No
0322-CHQRU,Male,No,Electronic check,45.35,89.5,Yes
5676-CFLYY,Male,Yes,Credit card (automatic),73.35,5154.5,No
7521-AFHAB,Female,No,Mailed check,44.8,220.45,No
0285-INHLN,Male,Yes,Credit card (automatic),54.75,1510.3,No
4678-DVQEO,Female,Yes,Electronic check,52.2,52.2,Yes
5125-CNDSP,Male,Yes,Bank transfer (automatic),40.6,2588.95,No
0691-IFBQW,Female,Yes,Electronic check,110,4874.8,Yes
4992-LTJNE,Male,No,Bank transfer (automatic),55.3,3983.6,No
2202-OUTMO,Female,Yes,Bank transfer (automatic),60.85,2003.6,No
0810-BDHAW,Female,No,Electronic check,78.4,1832.4,No
